tweet_id,rating_numerator,rating_denominator,favorite_count,retweet_count,p_dog_breed,dog_type
724004602748780546,11,10,4407,1691,Pug,Pupper
723912936180330496,12,10,4095,1313,Samoyed,
723688335806480385,12,10,8124,3199,Chow,
723673163800948736,10,10,3182,957,Golden Retriever,
722613351520608256,12,10,5216,1755,Labrador Retriever,
721503162398597120,11,10,4899,2011,Pomeranian,
721001180231503872,11,10,2658,660,Samoyed,Pupper
720785406564900865,12,10,3281,832,Chihuahua,
720775346191278080,10,10,2608,732,Newfoundland,
720415127506415616,10,10,4338,1602,Rottweiler,
720389942216527872,11,10,6755,2706,Pembroke,
720043174954147842,11,10,5155,2155,Samoyed,
719991154352222208,10,10,5075,1875,Golden Retriever,Doggo
719551379208073216,10,10,5314,2077,Malamute,
719367763014393856,11,10,2937,794,Soft Coated Wheaten Terrier,
719339463458033665,10,10,4646,1344,Golden Retriever,
719332531645071360,11,10,3594,1029,Dandie Dinmont,
718971898235854848,10,10,3666,1179,Golden Retriever,
718939241951195136,12,10,5505,1886,Pembroke,
718631497683582976,10,10,19895,8675,Pomeranian,
718613305783398402,11,10,2566,519,Labrador Retriever,
718540630683709445,10,10,2621,1085,Maltese Dog,
718234618122661888,11,10,4074,1076,Malamute,
717841801130979328,11,10,2577,638,Brittany Spaniel,
717537687239008257,11,10,6053,1978,Golden Retriever,
717047459982213120,12,10,6594,2045,Golden Retriever,
717009362452090881,10,10,3447,1046,Siberian Husky,Pupper
716802964044845056,10,10,4496,1261,Malinois,
716791146589110272,11,10,5833,1488,Pomeranian,
716285507865542656,12,10,2925,1164,Yorkshire Terrier,
716080869887381504,11,10,5138,1869,Golden Retriever,Doggo
715928423106027520,11,10,3358,940,Pug,
715733265223708672,10,10,4918,1817,Dandie Dinmont,
715696743237730304,10,10,4111,1381,Staffordshire Bullterrier,
715680795826982913,12,10,4558,1740,Golden Retriever,
715342466308784130,10,10,3185,732,West Highland White Terrier,
715220193576927233,10,10,2543,701,Chihuahua,
715200624753819648,12,10,5395,2023,Chihuahua,
715009755312439296,12,10,4385,1326,Chihuahua,
714957620017307648,10,10,4354,1523,Great Pyrenees,
714606013974974464,12,10,3810,1001,Norfolk Terrier,
714258258790387713,10,10,3161,771,Collie,
714214115368108032,13,10,2389,941,Pug,
714141408463036416,10,10,4530,1500,Labrador Retriever,
713919462244790272,12,10,3451,834,Siberian Husky,
713761197720473600,12,10,5137,1482,Brittany Spaniel,
713411074226274305,11,10,4637,1385,Great Pyrenees,
713177543487135744,10,10,7580,3041,Whippet,
713175907180089344,10,10,4699,1562,Malamute,
712809025985978368,10,10,19588,7228,Labrador Retriever,
712717840512598017,10,10,13021,5375,Great Pyrenees,
712668654853337088,10,10,4381,1306,Labrador Retriever,
712438159032893441,11,10,5602,1682,Great Pyrenees,
712097430750289920,10,10,3997,1108,Labrador Retriever,
712085617388212225,11,10,3417,520,Shih Tzu,
711998809858043904,12,10,0,136,Kuvasz,
711743778164514816,11,10,2996,1061,Lakeland Terrier,
711732680602345472,10,10,9364,4427,Ibizan Hound,
711363825979756544,11,10,3852,1215,Pembroke,
711008018775851008,11,10,3155,666,French Bulldog,Pupper
710997087345876993,12,10,4799,1494,Malamute,
710844581445812225,10,10,2680,740,Pembroke,
710833117892898816,12,10,2832,580,Pembroke,
710588934686908417,12,10,4794,2017,Pembroke,
710283270106132480,11,10,2246,553,Shih Tzu,
710272297844797440,11,10,4767,1353,Old English Sheepdog,
710269109699739648,13,10,2533,1211,Pug,
710153181850935296,11,10,3065,962,Cocker Spaniel,
710117014656950272,11,10,5795,2135,Toy Poodle,Pupper
709918798883774466,12,10,3143,1147,Pembroke,
709852847387627521,12,10,3688,1282,Chihuahua,
709566166965075968,12,10,3735,1295,Chow,
709556954897764353,12,10,3459,1141,Golden Retriever,
709449600415961088,10,10,2347,635,Maltese Dog,
709225125749587968,11,10,2530,614,Labrador Retriever,
709207347839836162,11,10,13291,6271,Chihuahua,
709158332880297985,10,10,2156,449,Siberian Husky,
708834316713893888,10,10,1791,542,Eskimo Dog,
708810915978854401,10,10,17394,7478,Golden Retriever,
708738143638450176,11,10,2888,877,Pomeranian,
708711088997666817,11,10,2690,782,German Short Haired Pointer,
708479650088034305,13,10,2688,724,Shih Tzu,
708469915515297792,11,10,3250,883,Chihuahua,
708356463048204288,10,10,3820,1440,Pug,
708349470027751425,11,10,2478,791,Basenji,
708149363256774660,10,10,4506,1659,Cardigan,
708130923141795840,11,10,3571,900,French Bulldog,
708109389455101952,10,10,2033,581,Staffordshire Bullterrier,
708026248782585858,13,10,4604,2063,Malinois,
707969809498152960,11,10,2857,1044,Toy Poodle,
707776935007539200,11,10,3454,1018,Miniature Pinscher,
707741517457260545,10,10,2631,655,Whippet,
707610948723478529,12,10,17880,6905,Golden Retriever,
707411934438625280,11,10,2405,643,Lakeland Terrier,Pupper
707387676719185920,10,10,3703,1399,Chihuahua,
707315916783140866,10,10,2611,689,Bernese Mountain Dog,Pupper
707297311098011648,10,10,2914,856,Blenheim Spaniel,
707059547140169728,11,10,2715,729,Samoyed,
707038192327901184,10,10,2322,854,Pug,
707021089608753152,12,10,4295,1472,Cocker Spaniel,
707014260413456384,11,10,2434,645,Chihuahua,
706681918348251136,12,10,3504,1042,Toy Poodle,
706538006853918722,11,10,3653,1520,Chow,
706516534877929472,12,10,3268,1112,Golden Retriever,
706346369204748288,12,10,3639,994,Tibetan Mastiff,
706310011488698368,12,10,22636,8605,Pembroke,Pupper
706291001778950144,11,10,1798,502,Border Terrier,
706265994973601792,11,10,2882,987,Papillon,
705975130514706432,10,10,3272,797,Staffordshire Bullterrier,Pupper
705970349788291072,12,10,3318,959,Golden Retriever,
705898680587526145,10,10,2506,602,Collie,
705786532653883392,11,10,2059,571,Labrador Retriever,Pupper
705591895322394625,11,10,3346,1237,Basenji,
705475953783398401,12,10,3123,999,Golden Retriever,
705442520700944385,12,10,4707,1773,Great Pyrenees,
705428427625635840,11,10,4034,1821,Chihuahua,Pupper
705239209544720384,11,10,3163,810,Chihuahua,
705102439679201280,10,10,2273,551,Collie,
705066031337840642,12,10,2295,653,Airedale,
704871453724954624,12,10,4513,1199,Norfolk Terrier,
704859558691414016,10,10,2389,587,Pug,Pupper
704847917308362754,12,10,5401,1650,Golden Retriever,
704761120771465216,13,10,7012,3123,Chihuahua,Pupper
704499785726889984,12,10,3104,1078,Chihuahua,
704480331685040129,11,10,3590,1142,Samoyed,
704364645503647744,12,10,8494,3830,Pembroke,
704347321748819968,10,10,1675,377,Brittany Spaniel,Pupper
703774238772166656,10,10,1951,500,Labrador Retriever,
703769065844768768,10,10,3488,1224,Boxer,
703611486317502464,10,10,4083,1634,Pembroke,Pupper
703382836347330562,12,10,3708,1230,Golden Retriever,
703268521220972544,12,10,2080,592,Kuvasz,Pupper
703079050210877440,11,10,7795,3340,Pembroke,
702684942141153280,11,10,3403,1161,Golden Retriever,
702671118226825216,10,10,2316,604,Bloodhound,
702598099714314240,11,10,10935,3530,Kelpie,Pupper
702539513671897089,12,10,3037,1031,Pomeranian,
702321140488925184,12,10,3466,1110,West Highland White Terrier,
702276748847800320,11,10,2620,822,Boston Bull,
701981390485725185,12,10,3640,1071,Pomeranian,
701952816642965504,11,10,4023,1102,Toy Poodle,
701889187134500865,11,10,3768,1486,French Bulldog,
701601587219795968,10,10,2209,495,Chihuahua,
701545186879471618,10,10,2812,659,Border Collie,Pupper
701214700881756160,12,10,12943,5515,Chihuahua,
700890391244103680,11,10,2346,618,Schipperke,
700864154249383937,12,10,2742,661,Kuvasz,Pupper
700847567345688576,10,10,2574,539,Rhodesian Ridgeback,
700747788515020802,11,10,24148,10099,Great Pyrenees,
700518061187723268,10,10,2797,860,American Staffordshire Terrier,
700505138482569216,12,10,2413,617,Norwegian Elkhound,
700167517596164096,10,10,2801,802,Beagle,
700151421916807169,11,10,2369,714,Italian Greyhound,Pupper
700143752053182464,10,10,7970,2968,Golden Retriever,Pupper
700029284593901568,10,10,2189,628,West Highland White Terrier,
699801817392291840,11,10,3233,1036,Golden Retriever,Pupper
699788877217865730,12,10,2377,534,Border Terrier,
699779630832685056,10,10,2932,1336,Malinois,
699775878809702401,11,10,2075,655,Dandie Dinmont,
699446877801091073,12,10,6276,2815,Pembroke,
699434518667751424,12,10,2292,547,Golden Retriever,Pupper
699423671849451520,10,10,1452,357,Pug,
699413908797464576,11,10,2183,668,Samoyed,
699370870310113280,11,10,1990,472,Cairn,
699323444782047232,10,10,3339,930,Labrador Retriever,
699072405256409088,12,10,3176,1275,Shih Tzu,
699036661657767936,13,10,2757,1289,Chihuahua,Pupper
698989035503689728,13,10,3579,1061,Norfolk Terrier,
698953797952008193,11,10,2867,972,Italian Greyhound,
698907974262222848,10,10,2687,667,German Short Haired Pointer,
698710712454139905,10,10,2619,737,Samoyed,
698635131305795584,12,10,1362,368,Samoyed,
698355670425473025,10,10,1978,486,Pug,
698342080612007937,11,10,2397,1019,Boxer,
698262614669991936,11,10,5023,2165,Italian Greyhound,
698178924120031232,10,10,2960,794,Chesapeake Bay Retriever,
697995514407682048,11,10,1617,359,Staffordshire Bullterrier,
697990423684476929,11,10,3477,1392,Pembroke,
697943111201378304,10,10,2548,744,Great Dane,
697616773278015490,11,10,3346,1089,Lhasa,Pupper
697596423848730625,11,10,3211,1360,Shetland Sheepdog,Pupper
697270446429966336,10,10,4938,2004,Toy Poodle,
697255105972801536,10,10,3189,1250,Great Dane,
697242256848379904,10,10,2662,716,Eskimo Dog,
696900204696625153,12,10,3380,1103,Chihuahua,
696886256886657024,12,10,5114,1929,Kuvasz,
696754882863349760,10,10,1558,386,Toy Poodle,
696488710901260288,12,10,2689,1112,Briard,
695816827381944320,11,10,3181,1262,Pomeranian,
695794761660297217,13,10,3371,845,Samoyed,
695767669421768709,13,10,1982,801,Soft Coated Wheaten Terrier,
695446424020918272,12,10,4615,1949,Basenji,
695409464418041856,10,10,9125,3844,Pug,
695314793360662529,10,10,3855,1588,Maltese Dog,
695095422348574720,12,10,2793,661,Papillon,Pupper
695074328191332352,11,10,3013,1189,Shih Tzu,Pupper
694356675654983680,10,10,1595,312,Pomeranian,Pupper
694352839993344000,10,10,2156,670,Australian Terrier,
694206574471057408,10,10,4433,2186,Shih Tzu,
694001791655137281,11,10,3586,1114,Pembroke,
693942351086120961,10,10,1835,398,Groenendael,
693629975228977152,12,10,2587,865,Pug,Pupper
693622659251335168,10,10,1632,399,Malamute,
693280720173801472,10,10,3560,1339,Labrador Retriever,
693262851218264065,11,10,2359,540,Golden Retriever,Pupper
693155686491000832,12,10,8351,3449,Shih Tzu,
693109034023534592,11,10,1823,661,Cocker Spaniel,
693095443459342336,10,10,1988,499,Yorkshire Terrier,Pupper
692905862751522816,10,10,2582,946,Mexican Hairless,Pupper
692901601640583168,10,10,1898,654,Soft Coated Wheaten Terrier,
692894228850999298,10,10,2414,871,German Short Haired Pointer,
692828166163931137,12,10,3038,950,Samoyed,Pupper
692752401762250755,13,10,7227,3917,Samoyed,Pupper
692568918515392513,12,10,4606,1656,Golden Retriever,
692535307825213440,10,10,3382,1463,Pug,
692530551048294401,10,10,1954,454,Siberian Husky,
692187005137076224,12,10,2671,881,Siberian Husky,
692158366030913536,10,10,2283,855,Pug,
692142790915014657,13,10,1740,424,Toy Poodle,
691756958957883396,10,10,3057,1102,Saint Bernard,
691675652215414786,10,10,2058,548,Chihuahua,
691459709405118465,12,10,4302,1242,Shetland Sheepdog,
691444869282295808,12,10,2804,917,Bernese Mountain Dog,
691416866452082688,13,10,20472,8248,Lakeland Terrier,
691321916024623104,11,10,2725,711,Rottweiler,
691096613310316544,11,10,3142,961,Borzoi,
690959652130045952,11,10,3799,1355,Golden Retriever,
690735892932222976,13,10,4011,1382,Golden Retriever,
690690673629138944,10,10,2469,858,Maltese Dog,
690649993829576704,11,10,1385,302,Mexican Hairless,
690597161306841088,11,10,2085,649,Lhasa,
690400367696297985,10,10,1982,489,Pembroke,
690374419777196032,11,10,3451,929,Kuvasz,
690021994562220032,10,10,2967,1115,Malamute,
690015576308211712,12,10,2662,795,Malamute,Pupper
690005060500217858,10,10,3886,1817,Samoyed,
689999384604450816,10,10,1514,403,Standard Poodle,
689977555533848577,12,10,1448,481,Labrador Retriever,
689905486972461056,11,10,2577,746,Pomeranian,Pupper
689835978131935233,11,10,2292,816,Collie,
689661964914655233,12,10,3392,1005,Italian Greyhound,
689623661272240129,10,10,2367,697,Toy Poodle,Pupper
689599056876867584,11,10,12314,5962,Cocker Spaniel,
689557536375177216,12,10,2169,499,Eskimo Dog,
689517482558820352,12,10,3593,1546,Pembroke,
689280876073582592,10,10,2120,777,Chihuahua,
689275259254616065,10,10,1227,265,American Staffordshire Terrier,
689143371370250240,10,10,2143,557,English Springer,Pupper
688916208532455424,11,10,2895,940,Pembroke,Pupper
688898160958271489,10,10,2230,850,Ibizan Hound,
688804835492233216,12,10,1016,211,Malinois,
688519176466644993,12,10,2449,791,Pembroke,Pupper
688385280030670848,12,10,9854,4808,Golden Retriever,
688116655151435777,10,10,2992,847,Pug,
688064179421470721,11,10,1825,386,Eskimo Dog,
687826841265172480,12,10,2891,1220,Pomeranian,
687818504314159109,12,10,2650,1022,Lakeland Terrier,Pupper
687807801670897665,11,10,2535,756,Staffordshire Bullterrier,
687664829264453632,11,10,2054,552,Pug,
687480748861947905,12,10,1696,263,English Springer,
687460506001633280,10,10,2166,587,Boston Bull,
687317306314240000,11,10,21284,9895,Shih Tzu,
687124485711986689,11,10,2294,547,Beagle,
687109925361856513,11,10,6152,2663,Borzoi,
687096057537363968,11,10,2374,655,Labrador Retriever,Pupper
686730991906516992,12,10,4391,1295,Tibetan Mastiff,
686683045143953408,11,10,2977,867,Norwich Terrier,Pupper
686618349602762752,11,10,3897,1464,Rottweiler,Pupper
686606069955735556,10,10,2002,583,Labrador Retriever,
686386521809772549,11,10,3448,950,Yorkshire Terrier,
686377065986265092,10,10,2354,603,German Shepherd,Pupper
686358356425093120,10,10,2331,737,Pug,
686050296934563840,11,10,2338,790,Pomeranian,
686034024800862208,12,10,3307,1260,Great Dane,
686007916130873345,11,10,2619,452,Rhodesian Ridgeback,Pupper
685973236358713344,11,10,2235,569,Siberian Husky,
685663452032069632,12,10,3447,1582,Chesapeake Bay Retriever,
685325112850124800,10,10,10043,4320,Golden Retriever,
685321586178670592,10,10,2809,694,Boston Bull,
685315239903100929,11,10,3549,1167,Chow,
685307451701334016,11,10,2197,475,Pomeranian,Floofer
685268753634967552,10,10,3285,1303,Pug,Pupper
685198997565345792,11,10,2473,720,Old English Sheepdog,
685169283572338688,11,10,4338,1538,Bernese Mountain Dog,Pupper
684940049151070208,12,10,3414,1126,Border Collie,
684926975086034944,11,10,3709,506,Labrador Retriever,
684914660081053696,12,10,3716,1575,Chow,
684902183876321280,11,10,1991,571,Pembroke,
684800227459624960,11,10,2868,1078,Miniature Schnauzer,
684594889858887680,10,10,9472,3821,Weimaraner,
684538444857667585,12,10,2807,1035,Chihuahua,
684481074559381504,10,10,4098,1262,Chihuahua,
684460069371654144,10,10,2099,599,Labrador Retriever,
684241637099323392,12,10,8640,3571,Pembroke,
684188786104872960,10,10,3685,1266,Kelpie,
684177701129875456,10,10,2136,729,Chow,
684097758874210310,10,10,4353,1557,Labrador Retriever,
683857920510050305,10,10,4037,1205,Bluetick,
683852578183077888,10,10,2039,379,Toy Poodle,
683828599284170753,12,10,2963,1146,Malamute,Pupper
683742671509258241,11,10,6889,3599,Pembroke,
683498322573824003,11,10,3353,1037,Airedale,
683481228088049664,11,10,2788,1073,Keeshond,Pupper
683449695444799489,10,10,4124,1739,Lakeland Terrier,
683391852557561860,11,10,8059,2584,French Bulldog,
683357973142474752,10,10,3105,1015,Pembroke,
683111407806746624,10,10,3602,985,Cocker Spaniel,Pupper
683098815881154561,12,10,2295,713,Golden Retriever,
683030066213818368,10,10,2278,791,Boxer,
682662431982772225,11,10,3218,1167,Beagle,
682638830361513985,12,10,2176,649,English Springer,
682393905736888321,11,10,2367,741,Vizsla,
682032003584274432,11,10,6955,2178,Schipperke,
681981167097122816,12,10,2938,1112,Labrador Retriever,
681891461017812993,10,10,2610,893,Chihuahua,Pupper
681694085539872773,11,10,13502,4379,Toy Poodle,Pupper
681654059175129088,12,10,2797,1003,Pomeranian,Pupper
681610798867845120,12,10,2018,511,Toy Poodle,
681523177663676416,12,10,15145,6300,Norfolk Terrier,
681320187870711809,11,10,2807,820,Samoyed,
681297372102656000,12,10,3374,1034,Lhasa,
681281657291280384,11,10,3403,1191,Saint Bernard,
681231109724700672,11,10,2533,523,Irish Setter,Pupper
681193455364796417,11,10,3924,1612,Pomeranian,
680934982542561280,10,10,2195,476,Labrador Retriever,
680913438424612864,11,10,2527,668,Pomeranian,
680836378243002368,12,10,3650,1436,Pembroke,Pupper
680801747103793152,10,10,2501,895,Pug,
680497766108381184,12,10,4471,2066,Chihuahua,
680473011644985345,10,10,2684,806,Lakeland Terrier,Pupper
680191257256136705,11,10,2266,549,Brittany Spaniel,Pupper
680161097740095489,12,10,2444,793,Bluetick,
680145970311643136,10,10,3822,1879,Miniature Poodle,Pupper
680130881361686529,10,10,2423,1024,Maltese Dog,
680100725817409536,11,10,3775,1480,Golden Retriever,Pupper
680055455951884288,10,10,17638,7682,Samoyed,
679862121895714818,11,10,2596,672,Entlebucher,
679844490799091713,10,10,2501,829,Airedale,
679828447187857408,13,10,38272,15158,Chihuahua,Pupper
679777920601223168,10,10,3254,1205,Bloodhound,Pupper
679462823135686656,11,10,33485,20323,Toy Poodle,
679158373988876288,11,10,22662,8749,Pug,
679132435750195208,10,10,3125,1246,Scottish Deerhound,
679111216690831360,12,10,6267,2751,Kelpie,
679062614270468097,11,10,17989,8856,Schipperke,
678991772295516161,12,10,2444,1267,Eskimo Dog,
678969228704284672,11,10,1725,497,Labrador Retriever,
678800283649069056,12,10,2711,973,Labrador Retriever,Pupper
678774928607469569,11,10,2936,994,Pembroke,
678764513869611008,10,10,1718,515,Irish Terrier,
678755239630127104,10,10,7514,3564,Malamute,
678643457146150913,10,10,2155,457,Labrador Retriever,
678446151570427904,10,10,4200,1693,Staffordshire Bullterrier,
678410210315247616,10,10,4453,1962,Schipperke,
678399652199309312,12,10,80065,33579,Bedlington Terrier,
678396796259975168,12,10,1669,451,Pembroke,
678389028614488064,11,10,1962,452,Miniature Pinscher,Pupper
678380236862578688,10,10,2561,970,Samoyed,
678341075375947776,12,10,1809,581,Golden Retriever,Pupper
678334497360859136,10,10,1368,286,Norfolk Terrier,
678278586130948096,10,10,12039,6520,Maltese Dog,Pupper
678021115718029313,12,10,14448,6837,Miniature Pinscher,
677918531514703872,10,10,1413,440,Eskimo Dog,
677700003327029250,10,10,3562,1543,Siberian Husky,
677687604918272002,11,10,2599,903,Pembroke,
677644091929329666,11,10,1971,852,Chihuahua,
677557565589463040,10,10,2553,1246,Shih Tzu,Pupper
677547928504967168,12,10,7264,3896,American Staffordshire Terrier,
677328882937298944,10,10,3801,1599,Kelpie,
677314812125323265,10,10,1723,575,Blenheim Spaniel,
677269281705472000,10,10,2085,754,Shetland Sheepdog,Pupper
676975532580409345,11,10,2905,1144,Malamute,
676957860086095872,10,10,2308,863,Labrador Retriever,
676946864479084545,12,10,1777,405,Pekinese,
676864501615042560,10,10,2202,760,Chesapeake Bay Retriever,
676821958043033607,11,10,24118,16698,Great Pyrenees,
676819651066732545,12,10,1882,707,Labrador Retriever,Pupper
676617503762681856,13,10,3027,1048,Chihuahua,Pupper
676613908052996102,12,10,1137,208,Doberman,
676606785097199616,12,10,1969,468,Malinois,
676533798876651520,12,10,1959,596,Chow,
676470639084101634,11,10,12131,4969,Golden Retriever,Pupper
676440007570247681,11,10,1797,713,Maltese Dog,
676430933382295552,10,10,1463,368,Golden Retriever,
676263575653122048,10,10,2169,582,Toy Poodle,Pupper
676219687039057920,10,10,78138,33065,Whippet,
676191832485810177,10,10,2379,1093,Chihuahua,
676146341966438401,10,10,1997,712,Irish Water Spaniel,
676101918813499392,11,10,2931,1232,Shih Tzu,
675898130735476737,10,10,1708,609,Labrador Retriever,Pupper
675888385639251968,10,10,2475,1021,West Highland White Terrier,
675878199931371520,11,10,4354,1487,Cardigan,
675870721063669760,11,10,1708,606,Golden Retriever,
675845657354215424,10,10,2377,947,Pug,Pupper
675822767435051008,10,10,1586,566,Pomeranian,
675820929667219457,11,10,1093,244,Basset,
675798442703122432,10,10,10667,3598,Beagle,
675781562965868544,11,10,1690,504,Maltese Dog,
675740360753160193,12,10,1209,368,Golden Retriever,Pupper
675710890956750848,12,10,1970,881,Standard Schnauzer,
675707330206547968,11,10,2066,739,Staffordshire Bullterrier,
675706639471788032,10,10,670,103,English Springer,
675534494439489536,11,10,1887,443,Chow,
675531475945709568,10,10,1226,410,Pembroke,
675522403582218240,10,10,1081,303,Cocker Spaniel,
675517828909424640,12,10,1356,487,Scottish Deerhound,
675497103322386432,11,10,3260,1378,Vizsla,
675489971617296384,10,10,1348,631,West Highland White Terrier,
675432746517426176,12,10,1584,598,Labrador Retriever,
675372240448454658,13,10,1767,537,Chihuahua,
675362609739206656,12,10,1086,242,Labrador Retriever,
675354435921575936,13,10,34006,18176,Golden Retriever,
675349384339542016,13,10,4065,2392,Borzoi,
675334060156301312,12,10,2884,1366,Pembroke,Pupper
675166823650848770,10,10,3748,1718,Standard Poodle,
675149409102012420,12,10,3880,1777,Chow,
675147105808306176,10,10,979,254,Golden Retriever,
675047298674663426,11,10,1098,345,Samoyed,
675015141583413248,10,10,2811,1267,Golden Retriever,
675006312288268288,10,10,1011,239,Boxer,Pupper
675003128568291329,12,10,1606,501,Pembroke,
674999807681908736,13,10,2330,1163,Rottweiler,
674805413498527744,10,10,891,373,English Springer,
674800520222154752,11,10,3113,909,Pembroke,
674793399141146624,13,10,2594,1152,Giant Schnauzer,
674790488185167872,13,10,1143,268,Labrador Retriever,
674774481756377088,11,10,1169,503,Chihuahua,Pupper
674764817387900928,10,10,812,251,Samoyed,
674752233200820224,12,10,1509,489,Vizsla,
674743008475090944,10,10,1451,583,Bernese Mountain Dog,
674739953134403584,11,10,1150,419,Dandie Dinmont,
674737130913071104,10,10,665,96,Pomeranian,Pupper
674644256330530816,11,10,1064,284,Basset,
674638615994089473,12,10,1739,611,Pomeranian,Pupper
674468880899788800,13,10,6423,2171,Chow,
674447403907457024,10,10,1092,375,Brabancon Griffon,Pupper
674422304705744896,12,10,1481,560,Golden Retriever,
674416750885273600,10,10,705,147,Chihuahua,
674410619106390016,10,10,1234,488,Beagle,
674291837063053312,11,10,15229,6204,Cardigan,
674271431610523648,10,10,1619,766,German Shepherd,
674255168825880576,10,10,1517,589,Eskimo Dog,
674082852460433408,11,10,777,179,Pomeranian,
674075285688614912,11,10,1007,302,Airedale,
674053186244734976,10,10,3425,1367,Cardigan,
674051556661161984,10,10,1491,505,Shih Tzu,
674042553264685056,12,10,742,135,Toy Poodle,
674038233588723717,12,10,1135,431,Eskimo Dog,Pupper
674024893172875264,10,10,1841,1292,Pomeranian,
674019345211760640,10,10,1169,314,Collie,
674014384960745472,11,10,1611,682,Pembroke,
673956914389192708,10,10,2009,1013,Pug,Pupper
673919437611909120,11,10,1205,384,Schipperke,Pupper
673887867907739649,10,10,959,263,Brabancon Griffon,
673711475735838725,10,10,1068,310,Maltese Dog,
